,mileage_per_year,model_year,price,sold
7945,10526,2007,68786.34,no
7946,11172,2008,93914.98,yes
7947,13415,2002,94775.64,no
7948,17122,2008,34455.25,yes
7949,18165,1998,29165.24,yes
7950,13221,2002,35546.92,yes
7951,21036,2011,66613.97,no
7952,25499,2000,34663.65,yes
7953,9956,2004,45936.48,no
7954,15863,2006,40217.43,yes
7955,10587,2012,80413.47,yes
7956,21943,2000,106053.77,no
7957,15038,2005,105768.45,yes
7958,16851,2015,96269.31,no
7959,14612,2012,101752.03,yes
7960,4564,2008,40435.2,yes
7961,10371,2001,38590.59,yes
7962,9758,1998,86074.49,no
7963,21936,2011,99263.24,no
7964,10616,2008,95505.63,yes
7965,22763,1999,6132.95,yes
7966,17784,2000,13656.03,yes
7967,15375,2004,61281.69,no
7968,15372,2003,45764.9,no
7969,9066,2011,46211.91,yes
7970,17487,1999,56805.47,yes
7971,19185,2001,92351.19,no
7972,16266,1998,92238.76,no
7973,23770,2006,47109.53,yes
7974,13521,1998,87862.18,no
7975,17656,2004,55540.79,no
7976,12485,2010,37277.6,yes
7977,8944,2000,45393.38,yes
7978,10025,2013,67639.45,yes
7979,15083,2012,72156.73,no
7980,7498,2006,44378.4,yes
7981,26567,2009,103497.8,yes
7982,11252,2009,77458.97,no
7983,9107,2000,76089.39,no
7984,19112,1998,72919.95,no
7985,10404,1998,41695.55,yes
7986,18058,2004,69353.14,no
7987,12071,1998,48364.3,yes
7988,20242,2008,99937.82,no
7989,17409,2010,37843.08,yes
7990,14730,1999,60490.49,yes
7991,17146,2003,47589.17,yes
7992,9395,1999,99358.56,yes
7993,18143,2008,100113.57,no
7994,19760,2010,100295.59,yes
7995,12097,2014,42307.87,yes
7996,10256,2001,31630.19,yes
7997,7838,1998,39916.6,yes
7998,14760,2002,62238.53,no
7999,18843,2001,43873.72,yes
8000,8822,2001,64815.79,no
8001,13445,2000,40899.21,yes
8002,8850,2000,62118.82,no
8003,13688,1998,48097.0,no
8004,8440,1999,25695.07,yes
8005,14329,1999,92047.21,no
8006,14790,2000,73044.12,no
8007,8336,2006,49208.52,no
8008,6073,2000,108958.94,no
8009,8805,2005,38982.18,yes
8010,31605,2002,85563.46,no
8011,11233,2010,65017.3,yes
8012,9833,2001,91231.4,yes
8013,18329,2007,40517.33,yes
8014,16312,2010,31095.93,yes
8015,14651,2004,16972.51,yes
8016,10726,2002,78454.61,no
8017,7029,1999,38127.97,yes
8018,15121,1999,96646.66,no
8019,15524,2010,94676.46,no
8020,6838,2003,111296.02,yes
8021,11406,2007,92490.04,no
8022,14303,1999,10396.02,yes
8023,8085,2004,34398.67,yes
8024,7172,2011,55578.54,yes
8025,12808,2017,103556.69,yes
8026,13304,2005,49939.68,yes
8027,11738,2010,68722.62,no
8028,11722,2005,102969.49,yes
8029,15257,1998,95493.13,no
8030,10619,2003,59842.1,yes
8031,10914,2000,65550.54,yes
8032,14201,1998,84800.85,yes
8033,19174,1999,43917.57,yes
8034,8801,1999,50083.25,yes
8035,8770,2002,34229.65,yes
8036,10348,1999,9853.88,yes
8037,18582,2010,83286.37,no
8038,9219,2011,107966.0,no
8039,12067,2008,67332.09,no
8040,15647,1999,67655.38,no
8041,23780,2005,107128.9,no
8042,15983,2009,103560.29,yes
8043,24355,1998,72397.03,no
8044,21333,2001,100838.12,yes
8045,13633,1999,49687.57,yes
8046,9449,2006,78942.46,yes
8047,17270,2001,68275.87,no
8048,15132,2000,57688.66,yes
8049,7595,2012,57112.0,no
8050,12313,2003,80701.56,no
8051,18726,1999,88739.49,no
8052,15239,2002,63623.52,no
8053,9272,1999,66690.24,no
8054,19969,2012,87380.14,no
8055,11175,2000,76394.06,no
8056,8750,2004,100673.84,yes
8057,15569,2002,82447.09,no
8058,4816,2001,75301.05,yes
8059,10352,1998,38596.94,yes
8060,15979,1998,55076.13,yes
8061,11044,2007,60093.19,no
8062,12338,2007,68289.09,no
8063,13477,1999,61321.17,yes
8064,21910,2002,100087.74,yes
8065,13085,2000,48262.51,yes
8066,10094,2000,33638.1,yes
8067,14582,2002,42083.54,yes
8068,22451,2002,66728.97,no
8069,17543,2004,27756.41,yes
8070,15104,2001,48218.26,yes
8071,6707,2010,50332.69,yes
8072,15744,2006,42505.0,yes
8073,22857,2008,100800.97,no
8074,14356,2008,93798.87,yes
8075,13918,1998,97353.62,yes
8076,25072,1998,21616.95,yes
8077,9506,2005,111425.12,yes
8078,13848,2000,87528.64,yes
8079,9771,2009,40709.56,no
8080,19268,2007,74889.48,no
8081,9598,2006,58948.69,yes
8082,8609,2011,84686.88,no
8083,12795,2012,42759.83,yes
8084,21165,2005,57751.28,yes
8085,13491,2000,67499.0,no
8086,15674,2016,105169.43,yes
8087,13263,1998,31187.59,yes
8088,9302,2015,63086.35,no
8089,13408,2015,71991.81,no
8090,10991,2008,67827.12,yes
8091,20863,2006,75640.71,no
8092,12072,2011,83143.82,yes
8093,6811,2012,52657.27,yes
8094,7715,2005,58088.34,yes
8095,7583,2001,31749.69,yes
8096,22198,1999,64853.9,no
8097,13857,2000,67311.98,no
8098,11383,2005,99496.8,no
8099,24083,1999,60394.48,no
8100,12098,1998,71880.03,yes
8101,24931,2000,31978.93,yes
8102,23191,2003,29113.14,yes
8103,11043,1998,108300.1,yes
8104,10466,1999,12285.65,yes
8105,28923,2001,102357.17,yes
8106,33474,2001,42711.95,yes
8107,16068,2003,96978.74,no
8108,23800,2004,45049.25,yes
8109,21324,1999,38324.93,yes
8110,19221,1999,49754.56,yes
8111,7444,2013,40855.77,yes
8112,25066,2011,40045.27,yes
8113,12548,2003,80378.97,no
8114,12962,1998,53874.7,yes
8115,8606,2005,93225.26,yes
8116,16070,2011,107675.7,yes
8117,18416,2006,48237.96,yes
8118,13964,1999,95886.24,yes
8119,21903,2003,46783.82,yes
8120,11710,2000,51007.83,yes
8121,16189,1998,74433.55,no
8122,17929,2005,56792.67,yes
8123,16784,2001,40276.27,yes
8124,13477,1998,50082.59,yes
8125,13780,2008,48831.1,yes
8126,18148,2012,84477.5,no
8127,8449,2002,45033.86,yes
8128,17488,2001,58790.92,yes
8129,10472,2006,100989.19,yes
8130,12241,2006,44948.96,yes
8131,10844,1999,42997.48,yes
8132,9993,1999,76076.14,no
8133,17607,2008,39873.79,yes
8134,8838,1998,42435.56,yes
8135,17607,2006,40648.78,no
8136,10179,2003,78464.31,yes
8137,13753,2001,55481.24,yes
8138,14946,2007,78668.52,no
8139,27632,1998,52091.3,yes
8140,17076,2004,76457.97,no
8141,13664,2005,19859.81,yes
8142,12442,2006,83216.31,yes
8143,15051,2006,77957.84,yes
8144,10211,2017,44642.05,yes
8145,12237,2009,87211.16,no
8146,11868,2004,78129.98,no
8147,21094,2010,79007.95,no
8148,18933,1999,29810.12,yes
8149,18374,2001,39992.69,yes
8150,20553,1998,98603.25,no
8151,13905,1999,77069.87,no
8152,11463,2009,44975.36,yes
8153,13434,2004,46333.67,no
8154,12338,2007,37341.79,yes
8155,20280,1998,57482.99,yes
8156,11034,2000,94157.57,no
8157,7417,1998,49515.97,yes
8158,19607,2009,79621.95,no
8159,8686,2004,27931.93,yes
8160,15330,2004,30392.6,yes
8161,11304,2004,43511.05,no
8162,7810,2007,71941.48,no
8163,7597,2003,65464.73,yes
8164,8345,2007,44555.45,yes
8165,11404,2012,95231.06,no
8166,15664,2004,76754.46,no
8167,20012,2000,30855.66,yes
8168,28159,1999,53319.97,yes
8169,12750,2001,65566.32,no
8170,20453,1999,67489.25,no
8171,19919,1998,86047.27,no
8172,18807,2005,42968.65,yes
8173,9361,2004,27135.32,yes
8174,18555,2010,95011.28,no
8175,8910,2016,41871.48,no
8176,15343,2000,70121.55,no
8177,17909,1999,67272.66,no
8178,20597,2012,73867.25,no
8179,22325,1999,76164.98,no
8180,12592,2009,86056.23,yes
8181,14015,2001,29659.27,yes
8182,9499,2011,77344.72,yes
8183,10628,2007,34706.74,yes
8184,10651,2001,58110.37,no
8185,14124,2003,53515.79,yes
8186,15478,2007,52969.71,yes
8187,13688,2008,78007.66,yes
8188,6442,2001,69967.34,no
8189,12759,2015,65508.22,no
8190,11810,2007,105282.5,no
8191,9578,2009,39955.97,yes
8192,12474,2006,81323.87,no
8193,21788,2008,27201.75,yes
8194,11264,2003,95278.85,no
8195,11084,2009,94315.51,no
8196,13920,2002,37951.75,yes
8197,13254,2003,96285.53,yes
8198,9647,2000,58978.02,yes
8199,23074,2011,66651.0,no
8200,13646,2000,88555.52,no
8201,12655,2010,61630.38,no
8202,11609,2002,98328.24,yes
8203,18546,2003,76272.15,no
8204,11992,2000,93697.46,yes
8205,9425,2001,91371.26,yes
8206,16620,2000,86633.46,no
8207,12681,2005,83877.1,no
8208,15754,2007,50938.9,yes
8209,28879,2005,41890.39,yes
8210,10092,2004,34052.08,yes
8211,10660,1998,35307.92,yes
8212,6671,2002,31695.2,yes
8213,15803,2005,40227.33,yes
8214,4980,2003,43917.45,yes
8215,10811,2009,109906.01,no
8216,9842,2004,67982.13,no
8217,13230,2011,41578.68,yes
8218,10984,2003,67504.73,no
8219,10529,2004,69547.81,no
8220,16910,2002,25314.75,yes
8221,25396,2006,67606.49,no
8222,16839,2001,107345.32,yes
8223,19725,2005,34927.35,yes
8224,7985,2000,96531.08,yes
8225,5657,1999,45120.98,yes
8226,8620,2009,88881.87,no
8227,10757,1998,48994.7,yes
8228,9305,2005,70709.22,yes
8229,15354,1998,58219.51,yes
8230,20599,2000,23668.79,yes
8231,9158,2012,35561.17,yes
8232,16609,2001,40363.11,no
8233,15958,2005,72452.0,no
8234,17845,2004,35037.8,yes
8235,13914,2010,85300.42,no
8236,12522,2007,71149.77,no
8237,8648,2002,95239.51,yes
8238,8121,2008,61215.8,yes
8239,9391,1998,19218.55,yes
8240,8519,2011,66091.55,yes
8241,8266,2008,112641.34,no
8242,20231,2012,95541.23,no
8243,14821,2003,98568.01,no
8244,10109,2009,106052.39,yes
8245,21013,2011,109610.39,no
8246,21124,2008,80984.73,no
8247,8208,2003,80582.02,yes
8248,12236,2008,55590.65,yes
8249,7483,2002,70193.91,yes
8250,24501,2005,87003.04,no
8251,7174,2008,107491.17,yes
8252,10999,2010,77343.61,no
8253,25891,2000,66778.15,no
8254,9443,2005,53076.24,yes
8255,13408,2004,76087.48,yes
8256,16638,2001,67870.19,no
8257,11745,2001,53956.34,yes
8258,13743,2000,73962.99,no
8259,9120,2012,79281.48,no
8260,23907,2005,38765.45,yes
8261,8876,2013,57832.84,no
8262,12299,1998,48082.53,no
8263,21228,2002,54844.78,yes
8264,11290,2006,106526.04,yes
8265,7988,1999,29561.02,yes
8266,6399,1999,72051.98,no
8267,7707,2002,66043.77,no
8268,11017,1998,81316.02,yes
8269,7899,2015,101104.96,yes
8270,12244,2011,80513.54,no
8271,16530,2007,46702.28,yes
8272,17530,1999,90589.03,no
8273,16952,1998,61799.1,no
8274,25769,2004,101916.7,yes
8275,21293,2001,82097.82,no
8276,15519,1999,64528.31,no
8277,7785,2007,98485.14,yes
8278,10513,2003,66008.2,no
8279,16251,2008,61722.12,no
8280,18382,2001,34298.66,yes
8281,14924,2012,98856.7,no
8282,5818,2004,83667.22,no
8283,14116,2013,97263.91,yes
8284,11330,2012,88281.54,no
8285,12664,2013,34524.98,yes
8286,19257,1999,104827.16,no
8287,5377,2013,48726.58,no
8288,13920,2011,54424.16,yes
8289,9604,2003,85295.12,yes
8290,14255,2005,51606.0,yes
8291,9172,1998,34593.37,yes
8292,22129,2004,71759.8,no
8293,9972,1999,52546.09,yes
8294,7039,2010,51090.19,yes
8295,15514,2010,54236.98,no
8296,7897,1999,64528.13,yes
8297,16998,2013,93928.95,no
8298,15321,2017,53518.08,yes
8299,10193,2008,87563.28,yes
8300,20977,2011,89629.5,no
8301,11923,2003,32668.29,yes
8302,4456,2001,76761.77,no
8303,9371,2002,35058.71,yes
8304,7718,1999,65385.97,no
8305,12337,2005,49519.35,yes
8306,15582,2007,75797.77,no
8307,9783,2004,29170.59,yes
8308,5516,2005,33382.6,yes
8309,10746,2000,26377.36,yes
8310,6749,1998,37468.84,yes
8311,10966,2000,24665.45,yes
8312,20752,1999,42444.55,yes
8313,6314,1998,50872.23,yes
8314,12124,1998,24292.86,yes
8315,13231,1999,19297.52,yes
8316,10501,2004,63790.44,yes
8317,17769,2004,70521.22,no
8318,16160,1998,65478.23,no
8319,18580,2005,91915.88,no
8320,19286,2008,103990.56,yes
8321,6247,2001,74740.98,no
8322,13371,2001,98810.93,yes
8323,13089,2002,47387.61,yes
8324,30045,2005,81228.74,no
8325,12097,2004,106076.06,no
8326,21479,2006,83588.44,no
8327,15575,2013,95199.66,no
8328,5524,2000,42348.96,no
8329,19620,2002,19916.43,yes
8330,20698,2010,47806.25,no
8331,10080,2009,57963.68,no
8332,12536,2002,73547.63,yes
8333,11660,1998,77671.45,no
8334,7781,2007,79165.35,yes
8335,17029,2010,92465.26,no
8336,15187,1999,82416.48,no
8337,15462,2008,45640.49,yes
8338,7942,2008,58501.34,yes
8339,10261,2000,90030.77,no
8340,12744,2005,14508.39,yes
8341,7596,2004,94208.8,yes
8342,10474,1999,48715.6,no
8343,10245,2012,32046.01,yes
8344,9941,2002,49410.98,no
8345,6883,2012,87069.05,no
8346,9216,2001,85096.92,no
8347,18708,2010,61753.82,no
8348,11884,2005,93559.64,no
8349,9578,2011,42410.36,yes
8350,16019,2000,36581.64,yes
8351,14067,2004,27474.36,yes
8352,8364,2015,93514.83,no
8353,9930,2010,107079.39,yes
8354,7413,1999,61803.61,no
8355,18509,2009,101748.11,no
8356,12119,2006,74032.86,yes
8357,14826,2000,99589.67,no
8358,16757,1998,23017.53,yes
8359,12047,2001,42619.3,yes
8360,9904,2009,86919.84,yes
8361,18648,1998,31505.15,yes
8362,24982,2003,63596.69,no
8363,14873,2002,72759.25,yes
8364,24258,2003,99435.47,no
8365,11211,2000,40425.88,no
8366,13302,2003,24349.84,yes
8367,12365,2006,101688.68,yes
8368,12922,2006,36247.29,yes
8369,10579,2010,60496.16,no
8370,17833,2006,27668.57,yes
8371,9576,2001,26789.44,yes
8372,8540,1998,105173.64,yes
8373,15240,2002,42571.83,yes
8374,14504,2002,85966.75,no
8375,11363,1999,89264.14,no
8376,7208,1998,33833.66,yes
8377,15449,2003,59863.94,yes
8378,10721,2000,71509.64,yes
8379,20219,2005,94078.78,no
8380,13687,2006,99458.94,no
8381,31750,2009,69070.78,no
8382,21252,2005,103482.53,yes
8383,17296,1998,92719.67,no
8384,14089,2002,67054.25,yes
8385,11229,2005,38055.29,yes
8386,13424,2000,23733.08,yes
8387,15407,2009,70682.81,no
8388,19115,1999,88481.86,yes
8389,13957,2001,73771.6,no
8390,17002,2007,32474.89,yes
8391,12383,2001,62882.66,yes
8392,24262,2002,90766.35,no
8393,10001,2002,61934.73,yes
8394,22460,2003,52531.47,yes
8395,10644,2005,77414.27,yes
8396,14632,2006,76585.4,no
8397,19146,2004,63635.52,no
8398,7497,1998,69959.57,yes
8399,16888,2001,104788.21,no
8400,16432,2011,87919.11,no
8401,7098,2001,28710.56,yes
8402,7003,2005,111329.21,no
8403,9263,2000,66962.03,no
8404,13200,2001,67865.91,no
8405,18537,2003,54159.34,yes
8406,26595,1999,32290.74,yes
8407,19644,2009,54337.79,yes
8408,13420,2002,35602.53,yes
8409,13083,2006,64654.71,yes
8410,14202,2013,44184.29,yes
8411,14404,2000,49690.72,no
8412,19666,2001,56841.47,yes
8413,12548,2011,55281.48,yes
8414,12256,2007,38841.48,yes
8415,30373,2001,34285.91,yes
8416,14518,2004,93771.79,no
8417,15608,2009,60766.54,no
8418,10346,2000,66528.07,yes
8419,12408,2013,67046.86,yes
8420,20417,2004,103340.78,yes
8421,12499,2010,46975.59,yes
8422,11819,2013,103042.74,yes
8423,16344,2007,52331.31,no
8424,13793,2001,83215.92,yes
8425,19083,1999,41534.81,yes
8426,10569,2003,79326.41,yes
8427,11658,2002,112293.85,no
8428,12105,2010,95322.47,no
8429,12286,1998,33958.75,yes
8430,13294,1998,58010.29,yes
8431,10989,1998,52000.53,no
8432,5365,2001,51608.72,yes
8433,7087,2002,71949.13,no
8434,8991,1999,60133.51,no
8435,13024,1998,36599.76,yes
8436,11989,2004,64303.85,no
8437,14740,2000,99064.05,no
8438,20309,1998,28587.24,yes
8439,15942,2007,42096.4,no
8440,9929,2012,72458.38,yes
8441,29517,2005,90849.42,no
8442,13297,2012,96619.46,yes
8443,8662,1999,75324.63,no
8444,11492,2002,31668.3,yes
8445,9918,2002,29428.05,yes
8446,24789,1998,31016.19,yes
8447,14403,2010,27250.7,yes
8448,10422,2007,98989.22,no
8449,29706,2005,75491.16,no
8450,18401,2001,47735.93,yes
8451,10173,2008,91783.18,yes
8452,18824,2003,64729.76,no
8453,16559,2003,39433.15,yes
8454,10818,2007,88235.0,no
8455,21320,2003,37256.35,yes
8456,9872,2001,78665.46,yes
8457,7927,2008,30450.97,yes
8458,11127,2001,25065.57,yes
8459,10267,2009,29926.6,yes
8460,8778,2002,83609.21,yes
8461,8959,2009,63327.04,no
8462,8029,2014,95705.34,no
8463,21210,2007,91216.66,no
8464,15227,2001,52214.47,yes
8465,15039,2004,67848.61,no
8466,16859,2000,47602.49,yes
8467,6910,2007,42611.34,no
8468,7795,2011,85374.41,no
8469,14351,2011,93690.6,no
8470,10772,2002,33481.35,yes
8471,7755,1999,26803.39,yes
8472,10718,1998,63427.5,yes
8473,20226,1998,64368.36,no
8474,24225,2003,60502.91,no
8475,21412,2002,30572.94,yes
8476,25152,2002,49972.88,yes
8477,10528,2002,88048.72,no
8478,15005,2003,59699.1,no
8479,20927,1998,81785.58,no
8480,13829,2008,83924.22,yes
8481,12145,2008,34813.54,yes
8482,14376,2005,99645.65,yes
8483,9747,1999,72851.89,no
8484,13627,2013,109525.03,no
8485,13353,2006,55122.44,yes
8486,11992,2000,83834.06,no
8487,5356,2001,52849.41,yes
8488,14704,2008,45340.26,yes
8489,20123,1998,11308.25,yes
8490,15969,2011,110569.02,yes
8491,20633,2008,73065.98,no
8492,17690,2006,74587.35,no
8493,20137,2003,57776.0,yes
8494,16838,2007,80862.65,no
8495,20039,2004,72232.65,no
8496,10616,2004,35179.06,yes
8497,11653,2007,82406.98,yes
8498,13591,1998,106635.34,yes
8499,11458,2003,14730.99,yes
8500,10641,2005,97025.36,yes
8501,13431,2002,117039.9,yes
8502,16645,2005,99266.15,no
8503,16474,2001,51185.39,no
8504,17039,2004,52021.04,yes
8505,5517,2008,53654.36,no
8506,7361,2002,63123.67,no
8507,15434,1998,70215.24,no
8508,24734,2004,28984.27,yes
8509,12576,2002,48994.41,yes
8510,11360,2009,65225.61,yes
8511,7624,2012,90106.13,no
8512,9827,2009,99019.19,yes
8513,19445,2000,38410.92,yes
8514,19362,2012,100254.46,yes
8515,9021,2013,67341.64,no
8516,12880,2009,26735.77,yes
8517,12646,2002,73055.43,yes
8518,10035,2000,76131.64,yes
8519,8493,2012,109505.69,yes
8520,18768,1998,3916.34,yes
8521,9813,1999,66908.32,yes
8522,15096,2006,62362.94,no
8523,17182,2006,99549.79,no
8524,22190,1998,74779.76,no
8525,12509,2000,94090.53,no
8526,4670,2014,101111.37,yes
8527,22416,2004,93795.28,yes
8528,15879,2009,80004.53,no
8529,12022,2002,18192.36,yes
8530,13001,2011,86940.14,no
8531,17477,2003,98037.89,no
8532,17947,2005,45315.24,yes
8533,19878,2008,46953.03,yes
8534,11065,2005,108863.98,no
8535,9339,2010,88149.12,no
8536,17962,2007,51684.99,no
8537,20256,2007,67945.59,yes
8538,9217,2004,89508.99,no
8539,9700,1999,27652.5,yes
8540,10417,2004,35678.59,yes
8541,12091,1999,85086.25,no
8542,15439,2004,82976.92,no
8543,26347,2004,32786.31,yes
8544,8470,1999,99112.35,no
8545,13816,2001,31258.79,yes
8546,31508,2003,27652.51,yes
8547,29307,2000,54102.28,yes
8548,14999,2011,76547.79,no
8549,8150,1999,80937.02,no
8550,17508,2011,89633.55,no
8551,17194,2005,63573.79,no
8552,16252,1999,54357.3,no
8553,8622,2013,39402.11,yes
8554,16420,2003,111470.66,no
8555,17813,2006,24570.34,yes
8556,8160,2008,97807.94,no
8557,13538,1998,29148.44,yes
8558,12464,2005,40757.63,yes
8559,9995,1998,94489.67,yes
8560,20872,2000,57515.62,no
8561,18952,2003,40265.3,yes
8562,12936,1999,60545.43,no
8563,16568,2012,35226.02,yes
8564,11413,2003,75044.18,no
8565,8989,2003,29195.43,yes
8566,16867,2011,70723.53,no
8567,20191,2000,111003.46,no
8568,13074,2008,107686.58,yes
8569,22111,2000,45651.67,yes
8570,11792,2003,79410.02,no
8571,8141,2002,70756.25,yes
8572,16666,2003,21166.29,yes
8573,15002,2003,115397.46,no
8574,10977,2002,103841.19,no
8575,17415,2013,43585.19,yes
8576,26527,2012,33573.59,yes
8577,9448,1999,67476.52,yes
8578,16926,1999,46226.05,yes
8579,11904,2005,65096.21,no
8580,17658,2007,73924.85,no
8581,7844,2002,32981.44,yes
8582,12060,2011,88658.52,no
8583,11916,1998,35675.52,yes
8584,21319,2002,105251.05,yes
8585,7326,2006,70358.22,yes
8586,19402,2007,32412.76,yes
8587,20185,2000,63460.45,no
8588,15243,2005,95225.06,no
8589,19678,2013,84614.3,no
8590,16437,2015,110415.11,yes
8591,10686,1998,22995.5,yes
8592,15586,2004,49547.73,yes
8593,11362,2008,41189.28,yes
8594,12696,2012,72444.18,no
8595,10703,2002,88256.9,no
8596,9677,2005,54724.96,yes
8597,9569,2008,53070.3,yes
8598,8171,2010,72531.36,no
8599,18110,2016,85200.95,no
8600,7253,1998,55882.95,no
8601,9634,2003,75220.42,yes
8602,13256,1999,11544.29,yes
8603,26055,2003,47187.85,yes
8604,11801,2001,39847.04,yes
8605,9489,2012,63366.87,no
8606,14542,2008,64781.58,no
8607,11246,2002,91076.01,yes
8608,12580,2002,43864.97,yes
8609,14147,2003,64708.94,yes
8610,8999,2013,94217.52,yes
8611,7558,2002,86398.79,no
8612,11516,2002,52073.85,no
8613,8748,2000,94375.46,yes
8614,10233,2002,98937.16,yes
8615,15296,2006,54576.79,yes
8616,11776,1999,69366.94,no
8617,16725,2004,72452.64,yes
8618,10683,2000,57879.25,yes
8619,19429,2002,82990.69,no
8620,19819,2011,29497.69,yes
8621,14356,2002,56389.65,yes
8622,11223,1998,13901.22,yes
8623,15207,2006,53803.51,yes
8624,24738,2008,30271.27,yes
8625,26901,2004,24195.0,yes
8626,8855,2000,57353.48,yes
8627,12737,2005,62553.6,no
8628,12568,2008,82423.57,yes
8629,14923,2005,64013.19,yes
8630,8705,2000,85953.54,no
8631,15498,2004,60441.11,no
8632,11338,2006,44388.26,yes
8633,13617,2004,115277.42,no
8634,8397,2012,42773.85,yes
8635,7676,2006,45509.9,no
8636,10636,2004,58717.27,yes
8637,13395,2000,61615.98,no
8638,10323,2005,39581.18,yes
8639,17621,2002,74666.12,no
8640,13844,2009,102212.27,yes
8641,10086,2011,47091.68,yes
8642,9120,2000,63778.79,yes
8643,25608,2009,54665.51,no
8644,9217,2006,98048.16,yes
8645,10096,2001,64692.1,no
8646,10132,2005,92116.01,yes
8647,12913,1998,61075.54,no
8648,8765,2009,64578.42,no
8649,7885,2005,63580.68,yes
8650,14831,2013,35054.64,yes
8651,15992,2010,42688.64,yes
8652,21905,2005,85502.96,no
8653,14331,2000,95470.81,no
8654,6415,2005,80679.67,no
8655,22851,2010,50430.95,yes
8656,17949,2001,93340.27,no
8657,33192,2003,46976.4,yes
8658,9496,2008,110925.99,yes
8659,18850,2005,26679.53,yes
8660,17416,2010,60166.15,no
8661,17474,1998,80949.88,no
8662,8077,2002,38211.35,yes
8663,10509,2012,29628.59,yes
8664,10675,2002,79931.83,no
8665,9521,2001,52991.62,yes
8666,14640,2004,56688.86,yes
8667,17256,2000,67150.25,no
8668,13069,2008,106218.57,no
8669,16011,2005,58090.09,yes
8670,13143,2008,67804.93,no
8671,23967,2001,81917.77,no
8672,8003,1998,67078.43,no
8673,10564,2002,20795.64,yes
8674,17121,2005,38963.53,yes
8675,13846,2000,93999.79,yes
8676,9532,2005,59099.93,no
8677,9170,2007,105574.0,yes
8678,17820,2000,52624.17,yes
8679,11550,2000,65852.56,no
8680,28491,2008,104047.72,yes
8681,16572,2012,66557.02,no
8682,15689,2003,38270.8,yes
8683,10765,2009,29113.27,yes
8684,14058,2011,74064.05,no
8685,10791,2015,105971.42,no
8686,21236,2006,37042.17,yes
8687,16289,2002,72703.68,no
8688,13930,1998,78076.85,yes
8689,11528,2001,65057.93,yes
8690,20968,2005,25367.09,yes
8691,21974,1999,94369.76,yes
8692,18594,2005,57492.78,no
8693,11045,2000,97120.77,no
8694,14868,1999,106726.42,yes
8695,15752,2003,104736.1,yes
8696,22828,1998,98582.15,no
8697,12330,2004,42332.43,yes
8698,9281,2004,71911.87,yes
8699,13432,2002,56663.15,yes
8700,13304,2001,28787.43,yes
8701,19339,2000,58348.05,yes
8702,19613,2003,49554.79,no
8703,9741,2013,107752.2,no
8704,12305,1998,70720.16,no
8705,24441,2015,113247.89,yes
8706,11513,2003,84095.57,no
8707,11029,2005,77209.72,no
8708,9107,2001,103559.23,yes
8709,24217,2007,93187.98,no
8710,16646,2001,25880.19,yes
8711,9589,2003,25936.24,yes
8712,14699,2008,98426.36,no
8713,26085,2012,77957.51,no
8714,12545,1998,78334.72,no
8715,7766,2000,108645.31,yes
8716,15894,2001,62996.29,no
8717,11802,1999,80377.25,yes
8718,18257,1998,62635.88,no
8719,5083,2005,106883.8,yes
8720,17818,2013,48864.76,no
8721,14022,2001,85195.84,no
8722,14669,2004,45944.57,yes
8723,18026,2000,16285.69,yes
8724,10991,2012,99455.13,yes
8725,15983,2008,99886.93,no
8726,14470,2007,59207.55,yes
8727,16862,2005,105278.09,no
8728,8725,2003,75359.33,no
8729,18508,2003,45826.31,yes
8730,26089,2009,36220.39,yes
8731,11370,2006,100023.56,no
8732,18440,2006,52666.29,yes
8733,15373,2004,62292.76,no
8734,15110,2000,79724.06,no
8735,12092,2003,47014.55,yes
8736,11005,2004,86010.64,yes
8737,19941,2008,102833.93,yes
8738,8579,2011,94328.92,no
8739,13132,1999,38937.72,yes
8740,17282,2001,66111.33,no
8741,21058,2008,66667.79,no
8742,13825,2002,89423.76,yes
8743,5844,2008,85911.12,no
8744,10664,2009,98510.48,no
8745,11923,2015,114914.16,yes
8746,16301,2007,62790.21,no
8747,9545,2001,61415.79,no
8748,13914,2002,45788.95,yes
8749,24360,2011,95031.63,no
8750,14646,2002,85754.82,yes
8751,5711,2003,89297.4,yes
8752,17939,2004,74706.9,no
8753,11386,2002,60070.34,yes
8754,11065,2005,36625.19,yes
8755,12523,2002,70856.29,no
8756,8781,2010,104129.45,yes
8757,10031,1999,15016.61,yes
8758,22322,2004,57339.98,yes
8759,13512,2000,81215.11,yes
8760,12815,2001,27487.53,yes
8761,12845,2007,70295.75,yes
8762,19141,2009,31989.92,yes
8763,15076,1999,61533.24,no
8764,8662,1999,53724.26,yes
8765,22778,1998,85571.76,no
8766,10377,2003,51238.95,yes
8767,15469,2001,52433.49,yes
8768,11728,2007,93022.69,no
8769,9209,1998,66082.82,no
8770,9943,2000,30847.22,yes
8771,10926,1999,53036.93,yes
8772,12254,2004,54990.16,yes
8773,11905,2005,29925.33,yes
8774,15654,2009,81628.16,no
8775,15918,2008,110759.87,yes
8776,13709,2001,57708.06,yes
8777,13905,2003,98614.8,yes
8778,20651,2013,85877.4,no
8779,15906,2011,52550.0,yes
8780,17528,2005,76409.8,no
8781,13663,2003,82141.95,no
8782,11572,2002,33916.44,yes
8783,13794,2000,45235.49,yes
8784,15421,2011,109535.71,yes
8785,18392,1998,74808.17,yes
8786,10548,2006,81533.18,no
8787,13663,1999,68320.56,no
